name	label	description	entity	dataType	refEntity	nillable	unique	visible	idAttribute	labelAttribute	readOnly	aggregateable	lookupAttribute	enumOptions	partOfAttribute	rangeMax	rangeMin	mappedBy	expression	validationExpression	defaultValue	tags	auto	label-en	description-en	label-nl	description-nl	label-de	description-de	label-es	description-es	label-it	description-it	label-pt	description-pt	label-fr	description-fr	label-xx	description-xx
id	id	Unique identifier (abbreviation of the category)	inclusionCriteria	string		false	true	true	true		true	false	false									token	false																
inclCriterium	GENTURIS Inclusion Criterium	GENTURIS Inclusion Criterium	inclusionCriteria	string		false	true	true	false	true	false	false	true										false																
id	id	Unique identifier (abbreviation of the category)	receptorStatus	string		false	true	true	true		true	false	false									token	false																
status	GENTURIS Receptor status	GENTURIS Receptor status	receptorStatus	string		false	true	true	false	true	false	false	true										false																
id	id	id	BI-RADS	string		false	true	true	true		true	false	false										false																
label	BI-RADS score	BI-RADS score	BI-RADS	string		false	true	true	false	true	false	false	true										false																
description	Description	Description	BI-RADS	string		true	true	true	false		false	false	false										false																
id	id	Unique identifier (abbreviation of the category)	diagnosisSource	string		false	true	true	true		true	false	false										false																
description	Description	Description	diagnosisSource	string		false	true	true	false	true	false	false	true										false																
id	id	Unique identifier (abbreviation of the category)	MMRstatus	string		false	true	true	true		true	false	false										false																
description	Description	Description	MMRstatus	string		false	true	true	false	true	false	false	true										false																
id	id	Unique identifier (abbreviation of the category)	geneticTest	string		false	true	true	true		true	false	false									token	false																
description	Description	Description	geneticTest	string		false	true	true	false	true	false	false	true										false																
id	id		GRCH	string		false	true	true	true		true	false	true										false																
label	label		GRCH	string		false	false	true	false	true	false	false	true										false																
id	id		mutationType	string		false	true	true	true		true	false	false										false																
label	label		mutationType	string		false	false	true	false	true	false	false	true										false																
id	id		ageClass	string		false	true	true	true		true	false	false										false																
label	label		ageClass	string		false	false	true	false	true	false	false	true										false																
id	id		materialType	int		false	true	true	true		true	false	true										false																
label	label		materialType	string		false	false	true	false	true	false	false	true										false																
id	id		familyRelation	int		false	true	true	true		true	false	true										false																
label	label		familyRelation	string		false	false	true	false	true	false	false	true										false																
id	id	Unique identifier	polypType	string		false	true	true	true		true	false	false										false																
description	Description	Description	polypType	string		false	true	true	false	true	false	false	true										false																
